Date,NPK,PK,NK,CK,OF,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed ​​(knots),Maximum Sustained Wind Speed ​​(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2022-05-23,4.9380824906878,1.82103561772,6.147684170397,1.42663380657525,5.81337912730378,74.9,76.2,4.7,4.7,7.8,0.0,82.8,72.0,0.06
2022-12-01,10.934595,3.409245,10.589292,1.42188,6.87905712,43.0,50.8,6.7,12.5,17.5,0.0,63.9,46.0,0.0
2022-12-11,7.485741,4.3884,7.24164075,2.61657,5.68970325,43.8,58.8,6.7,11.3,15.5,0.0,71.1,52.7,0.0
2022-12-18,10.17198,2.22132375,6.40295634375,2.714985,3.43140249375,23.1,50.0,6.7,9.2,19.4,0.0,59.0,41.0,0.0
2022-12-25,8.21583,1.8546975,6.4616990625,2.50965,3.2508023625,40.1,58.1,6.7,3.1,5.8,0.0,71.6,41.0,0.0
2023-01-04,4.11646253382,1.523047971184,6.5947884736986,1.28061272183,5.99793084563088,51.6,59.9,6.6,3.6,7.8,0.0,66.7,51.4,0.0
2023-01-12,7.72984125,4.5792,7.200711,2.61657,7.0322175,65.4,65.5,2.7,2.1,5.8,0.0,68.0,59.5,0.18
2023-01-16,3.704816280438,1.920364833232,6.5389004357859,1.639808973075,5.24818948992702,37.3,47.3,6.7,10.1,13.6,0.0,55.9,44.2,0.0
2023-04-17,9.8222124,2.7790074,8.939424585,2.71198244,4.7410626375,72.9,82.8,6.2,7.9,13.6,0.0,91.4,66.7,0.0
2023-04-26,8.465184,2.6884608,8.0432352,2.7476905,6.2431837832,59.3,70.1,6.7,5.4,13.6,0.0,78.8,57.4,0.0
2023-05-04,6.04964256,1.9947473,6.496965735,2.380887,5.118688666,75.3,83.9,6.7,8.1,13.6,19.4,93.2,76.1,0.0
2023-05-11,10.9427210483464,2.8973170061676,11.3998367536563,3.59926417791836,9.21719474583178,68.7,69.8,4.7,4.0,7.8,0.0,79.2,68.0,0.33
2023-05-18,5.98459264,2.0824285,6.291798396,1.87873413,4.39368597,78.5,84.5,5.3,4.7,21.4,0.0,95.9,74.8,1.54
2023-06-07,7.957431625656,1.88396540215884,8.236977981856,1.486341386728,5.79883631727364,79.9,81.7,6.4,5.1,9.7,0.0,91.4,76.6,1.68
2023-06-28,4.253677951614,1.539602840436,5.029923412143,1.421167776665,3.3905170779498,78.1,83.7,6.7,4.9,11.7,21.4,92.7,77.0,0.07
2023-10-30,9.5344704,2.33019139565695,9.153091584,2.19829376948769,8.922705,65.2,76.1,6.1,5.7,11.7,0.0,86.0,64.8,0.0
2023-11-06,7.18631136,2.79690381599999,7.0425851328,2.45342439999999,6.123247,58.9,78.6,7.2,9.7,19.4,0.0,86.7,65.1,0.0
2023-11-12,5.6032,1.80215465934736,5.939392,1.7668182934778,4.16898,56.2,69.1,6.7,13.5,17.5,0.0,78.1,61.0,0.0
2023-11-18,9.99854627105139,2.35806714,8.49876433039368,2.710422,9.29100576,42.4,65.2,6.7,5.7,13.6,0.0,76.5,46.0,0.0
2023-11-25,6.06739575,1.66010892576467,2.69930826,1.6436722037274,6.032231565,59.0,70.5,5.9,4.0,5.8,0.0,82.4,57.6,0.0
2023-12-07,7.28559104,2.4811060909091,7.0670233088,2.36295818181819,9.4973627078253,47.4,64.2,6.7,3.2,5.8,0.0,77.0,49.1,0.0
2023-12-14,4.939755040584,1.745016,4.49517708693144,1.8564,4.1533518903863,68.6,74.1,4.0,3.2,3.9,0.0,78.8,63.1,0.0
2023-12-21,3.5409,1.31775049076307,3.576309,1.3446433579215,3.37099307075624,28.6,45.8,6.7,15.1,19.4,25.3,58.3,38.7,0.0
