Date,NPK,PK,NK,CK,OF,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed ​​(knots),Maximum Sustained Wind Speed ​​(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2023-04-17,10.38633057,1.741878504,10.681972747,1.76751396,8.6606103452,72.9,82.8,6.2,7.9,13.6,0.0,91.4,66.7,0.0
2023-04-26,7.943958,2.3041562,8.0747764,2.382524,5.335218,59.3,70.1,6.7,5.4,13.6,0.0,78.8,57.4,0.0
2023-05-04,3.6676549,1.8127746,3.9355272,1.8080712,3.24717822,75.3,83.9,6.7,8.1,13.6,19.4,93.2,76.1,0.0
2023-05-11,5.972013684,1.0368330264,5.1335568,1.26916713,4.7135211552,68.7,69.8,4.7,4.0,7.8,0.0,79.2,68.0,0.33
2023-05-18,4.928028336,1.17664728,4.401461872,1.1103885,3.296176082044,78.5,84.5,5.3,4.7,21.4,0.0,95.9,74.8,1.54
2023-06-07,3.159117126,1.6654335696,3.44204429636,1.634613795,2.3312812352,79.9,81.7,6.4,5.1,9.7,0.0,91.4,76.6,1.68
2023-06-25,1.61361882,0.993071898,1.86005715,0.89572028,1.6209336,78.0,82.5,6.6,6.0,15.5,23.3,91.4,74.1,0.13
2023-08-16,10.1489287284,1.76571473616,8.82011488035,1.8097379046,7.92000675026,79.6,88.6,6.7,4.1,7.8,0.0,95.0,78.3,0.0
2023-08-24,6.75686088,2.36053449,7.81442146,2.19166311,4.6547055,79.2,83.4,6.5,4.7,9.7,0.0,89.6,78.1,0.54
2023-08-31,3.704331449,1.61550207,3.730402752,1.432059356,2.7758453814,73.1,84.0,6.7,10.8,19.4,0.0,91.4,76.1,0.0
2023-09-07,2.43500257,0.7846839,1.629543024,0.7121205,1.12512004128,78.0,78.5,4.0,5.8,9.7,0.0,85.3,75.2,6.79
2023-09-17,9.971912025,3.137114448,10.372055265,2.269707804,8.761534259148,77.8,85.3,6.7,4.0,7.8,0.0,95.0,75.0,0.0
2023-09-22,8.07297975364608,1.0739259998208,8.1316187271336,1.12117046925312,5.14489169585348,78.2,86.3,5.6,4.5,7.8,0.0,93.2,80.6,99.99
2023-09-27,2.965618656,0.9803021966,3.083712287768,0.7799326815,2.497850083072,77.5,87.6,6.7,3.6,7.8,0.0,96.8,76.5,0.14
2023-10-08,5.09547907386,2.123344367,4.61912492672,2.19652671537,3.94678917504,64.8,73.9,6.7,14.6,17.5,27.2,78.8,67.1,0.06
