Cluster,Dew Point Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
0,-0.26948347877515416,-0.1047075620847958,0.09357195323063623,-0.15277621003883582,0.0919853461181069,-0.26318546387189606,-0.3338762493832705,0.16662666415341404
1,-0.21138442013657155,0.12114307743235034,0.382109114316214,0.2609892361689334,-0.33526193318189906,-0.19895598097394732,-0.10269515044600605,-0.1302980825206189
2,-0.7558546594692163,-0.29394714503180225,0.3204500515576667,0.42519540475151696,0.5534922877348954,-0.6527499583998587,-0.7969846497834802,-0.1364793248494449
