Cluster,Dew Point Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
0,0.04362940653407921,0.20721551519379922,0.2857164024361209,0.28751661679653745,0.09444506735231935,-0.05683843295626384,-0.04909285282842917,0.09732191317661938
1,-0.28433519033513555,0.22826817467954472,0.6139446801782078,0.17480609492064744,0.36142585034025704,-0.10177516846593977,-0.26108496356531835,0.3313451978465025
2,0.3199825223856293,-0.027972766489813537,0.19287370347437402,-0.004148848624827029,0.29844046287778425,0.17638641134147293,0.2647840903276192,-0.12628870560437053
