Cluster,Dew Point Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
0,0.4919977926757864,0.18917037849173182,0.4831993180377551,0.32561677753514806,0.005966129422504801,0.5098685603185668,0.5510538268633275,-0.1056287192738563
1,0.11236891774896085,0.46609382249653675,-0.09061910164816922,-0.2068749826962038,0.32513910763020004,0.0261216941385225,0.06498607533459205,-0.1365604572769941
2,0.13675283545094508,0.24295196238808964,0.33444206994283265,0.39992230967479153,-0.25884259686714844,0.29209616189468385,0.23890892045423381,0.3669463654157691
