Date,NPK,PK,NK,CK,OF,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2019-12-09,0.2432,0.2692,0.172896,0.12696,0.226548,0.3347639484978541,0.3242718446601941,0.573170731707317,0.04575163398692809,0.07216494845360827,0.0,0.40625,0.201195219123506,0.0
2019-12-24,0.6296,0.6966,0.15296,0.11296,0.569208,0.6452074391988555,0.4,0.3536585365853658,0.196078431372549,0.1993127147766323,0.002726721874368815,0.4809027777777777,0.4621513944223109,0.0
2020-01-04,0.778,0.75236,0.16276,0.0768,0.58026,0.6380543633762518,0.5048543689320387,0.1097560975609756,0.006535947712418291,0.0,0.9999999999999999,0.5711805555555556,0.3904382470119522,0.0
2020-02-06,0.6108,0.663,0.13698,0.12636,0.497776,0.6251788268955649,0.3650485436893204,0.4634146341463414,0.05882352941176471,0.06529209621993126,0.004140577661078572,0.34375,0.4262948207171314,0.0
2020-03-08,0.9696,0.8972,0.1522,0.15296,0.56844,0.7839771101573676,0.6058252427184466,0.524390243902439,0.5032679738562091,0.3986254295532645,0.01666330034336497,0.53125,0.6274900398406374,0.0
2020-06-10,0.6316,0.61686,0.167,0.10696,0.586816,0.909871244635193,0.7669902912621359,0.5,0.09803921568627451,0.268041237113402,0.01494647545950313,0.7847222222222221,0.7948207171314742,0.0032003200320032
2020-07-11,0.7692,0.8366,0.1368,0.12972,0.452452,0.8955650929899855,0.8796116504854371,0.6219512195121951,0.5032679738562091,0.3333333333333333,0.01333064027469198,0.875,0.9641434262948209,0.0
2020-08-26,0.7096,0.5692,0.2166,0.1886,0.24408,0.8955650929899855,0.7902912621359223,0.548780487804878,0.1568627450980392,0.3333333333333333,0.01141183599272874,0.875,0.8207171314741036,0.0215021502150215
2020-09-24,0.5054,0.6972,0.219,0.2312,0.467884,0.7896995708154505,0.6737864077669903,0.6219512195121951,0.2810457516339869,0.268041237113402,0.007069278933548776,0.7586805555555556,0.7749003984063746,0.0001000100010001
2020-10-18,0.84,0.5624,0.2872,0.2424,0.278784,0.6509298998569384,0.5825242718446603,0.6219512195121951,0.6078431372549019,0.3986254295532645,0.01120985659462735,0.59375,0.6155378486055779,0.0
2020-11-12,0.8708,0.816926,0.18876,0.2086,0.397072,0.4763948497854077,0.5747572815533982,0.6219512195121951,0.4379084967320261,0.3986254295532645,0.006665320137345993,0.6250000000000002,0.4223107569721117,0.0
2020-12-14,0.883,0.7686,0.1896,0.17296,0.529356,0.4892703862660943,0.1650485436893204,0.6097560975609755,0.758169934640523,0.4673539518900344,0.01333064027469198,0.453125,0.2111553784860558,0.0003000300030003001
2021-01-26,0.846666666666667,0.97,0.18,0.15,0.174,0.5765379113018597,0.4640776699029127,0.5121951219512194,0.3790849673202614,0.3333333333333333,0.008281155322157138,0.5659722222222223,0.4900398406374503,0.0
2021-02-24,0.46,0.466666666666667,0.16,0.18,0.189,0.6938483547925607,0.5650485436893206,0.548780487804878,0.2679738562091503,0.3986254295532645,0.9999999999999999,0.6788194444444444,0.5019920318725101,0.0
2021-03-21,0.46,0.42,0.2,0.24,0.2376,0.5236051502145922,0.3029126213592234,0.6097560975609755,0.7843137254901962,0.4673539518900344,0.01706725913956777,0.6875,0.4402390438247014,0.0
2021-04-28,0.992712,0.75974118,0.1830972,0.248234,0.42486704,0.7725321888412016,0.50873786407767,0.3902439024390243,0.3660130718954249,0.268041237113402,0.005554433447788325,0.4565972222222223,0.6235059760956175,0.005000500050005001
2021-05-18,0.83002,0.783972,0.221832,0.2006336,0.52406244,0.9470672389127323,0.8135922330097088,0.6219512195121951,0.326797385620915,0.3333333333333333,0.0157543930519087,0.8125,0.8784860557768924,0.0047004700470047
2021-06-26,0.574756,0.524331,0.17034,0.0887768,0.68657472,0.959942775393419,0.7805825242718446,0.524390243902439,0.2026143790849673,0.268041237113402,0.01141183599272874,0.7812500000000002,0.8824701195219123,0.003000300030003001
2021-07-02,0.646128,0.995554,0.138168,0.1439892,0.43887844,0.9384835479256078,0.8621359223300972,0.6219512195121951,0.3594771241830065,0.268041237113402,0.02767117753989093,0.8246527777777779,0.9183266932270916,0.0005000500050005
2021-08-30,0.581872,0.580584,0.192774,0.192372,0.2758104,0.9198855507868383,0.8601941747572818,0.6219512195121951,0.1699346405228758,0.3333333333333333,0.008685114118359928,0.84375,0.8067729083665339,0.0
2021-09-10,0.5815152,0.96568738,0.13954968,0.168467364,0.4915438528,0.9527896995708153,0.8854368932038837,0.548780487804878,0.1045751633986928,0.134020618556701,0.003938598262977176,0.890625,0.896414342629482,0.0
2021-09-27,0.42959,0.669312,0.21681,0.272816,0.41641676,0.9227467811158797,0.8815533980582525,0.524390243902439,0.1176470588235294,0.06529209621993126,0.9999999999999999,0.90625,0.8286852589641432,0.0
2021-10-26,0.966,0.50616,0.336024,0.283608,0.2230272,0.7238912732474964,0.6407766990291263,0.6219512195121951,0.09803921568627451,0.134020618556701,0.002322763078166028,0.6684027777777779,0.5378486055776893,0.0
2021-11-15,0.731472,0.67804858,0.1566708,0.179396,0.32956976,0.5922746781115878,0.4737864077669903,0.6219512195121951,0.1372549019607843,0.07216494845360827,0.001009896990506968,0.5243055555555556,0.448207171314741,0.0
2021-12-01,0.75055,0.630252,0.176328,0.1487456,0.42877836,0.2646638054363376,0.312621359223301,0.6219512195121951,0.5816993464052287,0.4673539518900344,0.01373459907089477,0.4340277777777779,0.2250996015936255,0.0
