Date,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed __(knots),Maximum Sustained Wind Speed __(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2020-11-27,52.2,65.9,6.7,12.7,15.5,21.4,81.9,57.4,0.0
2020-11-28,49.8,64.5,6.7,11.9,17.5,24.5,74.5,57.4,0.0
2020-11-29,46.9,60.7,6.7,10.4,13.6,24.5,73.8,53.8,0.0
2020-11-30,46.9,61.2,7.2,11.0,15.5,21.4,71.6,53.4,0.0
2020-12-01,48.9,62.7,6.7,8.2,13.6,16.7,71.8,54.1,0.0
2020-12-02,48.4,62.8,6.6,11.4,15.5,22.0,72.1,52.7,0.0
2020-12-03,43.4,59.0,6.7,12.9,17.5,24.9,72.1,50.4,0.0
2020-12-04,40.8,56.2,6.7,12.0,17.5,24.9,65.1,48.9,0.0
2020-12-05,42.9,57.5,6.3,7.4,11.7,18.6,68.0,48.6,0.0
2020-12-06,47.3,61.5,6.0,4.3,8.0,14.0,70.7,47.5,0.0
2020-12-07,47.2,62.5,6.4,9.9,13.6,18.8,72.9,50.4,0.0
2020-12-08,46.7,62.0,6.3,7.9,11.7,20.0,72.9,52.2,0.0
2020-12-09,51.1,66.1,6.3,5.0,9.7,13.8,71.6,52.5,0.0
2020-12-10,53.3,69.4,6.6,5.8,9.7,14.2,74.5,55.8,0.0
2020-12-11,56.1,68.8,6.4,6.7,11.7,15.9,76.5,62.6,0.01
2020-12-12,55.2,68.1,5.8,5.1,9.7,15.9,76.5,62.6,0.01
2020-12-13,60.1,65.5,3.7,5.6,15.5,21.8,73.2,57.2,0.03
2020-12-14,45.8,51.6,6.6,13.4,17.5,22.9,72.5,44.6,0.03
2020-12-15,39.5,49.8,6.7,10.7,13.6,20.0,56.8,44.2,0.0
2020-12-16,38.7,49.9,6.7,11.3,13.6,21.6,58.3,45.5,0.0
2020-12-17,41.0,50.4,6.7,7.4,9.7,21.0,58.3,46.0,0.0
2020-12-18,40.6,53.2,6.7,12.9,17.5,25.3,61.7,46.4,0.0
2020-12-19,35.0,52.9,6.7,14.4,19.4,25.4,61.7,46.8,0.0
2020-12-20,31.4,55.1,6.7,13.6,17.5,25.6,62.6,47.5,0.0
2020-12-21,33.9,56.7,6.3,9.4,17.5,25.6,65.8,46.8,0.0
2020-12-22,44.9,62.2,6.5,3.6,7.8,12.2,69.1,47.5,0.0
2020-12-23,52.0,66.8,6.6,6.1,11.7,15.5,75.2,50.2,0.0
2020-12-24,52.3,62.8,6.1,9.1,13.6,17.5,73.4,58.3,0.01
2020-12-25,49.3,62.9,5.6,4.1,7.8,14.8,69.1,57.7,0.0
2020-12-26,54.2,66.4,4.9,3.2,5.8,999.9,72.5,58.1,0.0
2020-12-27,56.3,69.2,4.5,2.9,4.7,999.9,80.6,57.4,0.0
2020-12-28,56.6,70.0,5.9,4.2,7.8,12.0,82.4,56.5,0.0
2020-12-29,51.3,66.1,5.2,10.1,25.3,40.4,80.6,50.0,0.0
2020-12-30,26.1,50.0,6.7,15.1,21.4,40.4,59.0,38.3,0.0
2020-12-31,13.1,47.9,6.7,9.7,15.5,29.9,57.6,34.5,0.0
2021-01-01,18.7,49.5,6.7,4.9,9.7,11.3,59.9,34.0,0.0
2021-01-02,25.4,53.2,6.7,2.7,5.8,14.2,66.2,36.3,0.0
2021-01-03,30.5,62.2,6.5,6.0,9.7,18.3,71.6,39.7,0.0
2021-01-04,34.7,63.4,6.7,5.1,9.7,12.6,70.2,44.1,0.0
2021-01-05,34.4,63.7,6.7,9.5,13.6,14.0,73.8,53.6,0.0
2021-01-06,38.0,60.1,6.0,8.1,13.6,14.0,73.8,51.6,0.0
2021-01-07,32.8,48.3,6.1,16.2,19.4,24.9,68.4,39.6,0.0
2021-01-08,17.7,44.1,6.5,14.0,17.5,27.2,55.8,39.6,0.0
2021-01-09,11.6,49.9,6.7,8.9,13.6,21.4,54.1,40.6,0.0
2021-01-10,15.9,49.4,6.7,10.5,17.5,21.0,54.1,41.2,0.0
2021-01-11,24.8,43.8,6.6,7.9,13.6,27.4,54.1,39.2,0.0
2021-01-12,21.2,48.8,6.5,6.2,17.5,20.6,61.5,34.2,0.0
2021-01-13,27.8,53.8,6.3,2.9,5.8,999.9,68.0,34.2,0.0
2021-01-14,32.2,57.3,5.5,2.7,5.8,999.9,71.6,36.1,0.0
2021-01-15,42.8,60.1,4.0,3.0,4.7,999.9,73.8,39.4,0.0
2021-01-16,42.8,64.3,3.8,6.6,21.4,31.1,73.8,44.4,0.0
2021-01-17,29.2,55.8,5.7,12.3,21.4,31.1,73.2,43.2,0.0
2021-01-18,31.1,54.2,6.3,4.9,7.8,17.9,64.6,40.5,0.0
2021-01-19,36.2,59.0,6.0,3.0,5.8,10.9,69.8,39.7,0.0
2021-01-20,48.7,66.4,4.3,2.9,5.8,999.9,75.2,41.4,0.0
2021-01-21,58.5,67.6,5.2,5.3,9.7,12.6,75.6,50.0,0.0
2021-01-22,59.7,66.9,6.4,5.4,9.7,12.6,75.6,59.0,0.0
2021-01-23,52.1,66.6,5.3,6.0,11.7,17.5,77.7,56.7,0.0
2021-01-24,55.0,67.9,5.6,6.1,11.7,12.4,77.7,56.5,0.0
2021-01-25,57.2,69.6,5.8,3.7,9.7,13.6,79.0,57.6,0.0
2021-01-26,51.9,67.0,5.8,7.6,13.6,17.9,79.0,58.6,0.0
2021-01-27,52.4,66.8,6.2,3.7,11.7,17.9,78.8,56.1,0.0
2021-01-28,42.9,60.4,5.8,10.9,15.5,25.1,74.5,49.5,0.0
2021-01-29,40.0,60.0,6.7,3.2,5.8,12.0,70.3,46.0,0.0
2021-01-30,47.3,62.6,6.0,2.9,7.8,999.9,74.3,47.1,0.0
2021-01-31,48.6,65.6,5.8,3.5,9.7,14.0,78.8,48.2,0.0
2021-02-01,55.1,68.1,6.1,2.6,5.8,10.3,79.7,50.9,0.0
2021-02-02,54.7,71.6,6.3,3.6,7.8,10.7,84.2,54.0,0.0
2021-02-03,53.8,68.4,6.1,3.4,5.8,12.2,82.2,53.4,0.0
2021-02-04,53.9,69.0,5.1,3.4,7.8,10.3,80.6,52.9,0.0
2021-02-05,53.6,69.0,6.1,3.3,5.8,15.5,80.6,52.7,0.0
2021-02-06,54.7,70.8,5.9,2.7,5.8,999.9,82.9,53.6,0.0
2021-02-07,50.9,72.3,6.0,3.4,5.8,12.2,84.2,54.1,0.0
2021-02-08,54.9,72.3,6.0,4.9,13.6,999.9,83.5,55.2,0.0
2021-02-09,56.2,62.5,5.7,8.4,11.7,17.1,81.5,55.4,0.57
2021-02-10,54.8,57.8,6.0,6.3,11.7,27.2,69.6,54.9,1.41
2021-02-13,53.1,63.0,6.1,2.2,3.9,10.7,75.7,52.5,0.0
2021-02-14,54.6,67.6,5.7,2.9,5.8,12.2,80.6,52.0,0.0
2021-02-15,52.9,70.9,6.0,4.5,9.7,13.0,84.2,53.4,0.0
2021-02-16,55.7,70.4,6.2,7.3,15.5,17.7,81.0,54.3,0.0
2021-02-17,41.9,66.8,6.7,10.6,15.5,21.6,78.4,51.6,0.0
2021-02-18,34.5,64.8,6.7,5.5,9.7,15.9,76.1,49.1,0.0
2021-02-19,42.7,68.7,6.0,3.8,5.8,11.8,77.0,48.7,0.0
2021-02-21,53.5,62.9,9.8,2.9,6.0,12.2,78.6,52.7,0.0
2021-02-22,56.8,72.2,5.0,3.0,5.8,10.5,82.4,54.7,0.0
2021-02-23,58.6,74.0,6.2,3.8,9.7,12.6,86.0,56.7,0.0
2021-02-24,60.1,72.2,6.1,5.9,15.5,999.9,85.5,59.2,0.0
2021-02-25,64.3,70.1,4.7,4.3,9.7,12.4,77.7,64.4,0.03
2021-02-26,55.8,62.1,5.7,8.6,15.5,22.3,76.1,57.2,0.01
2021-02-27,51.2,60.1,6.7,6.0,11.7,21.4,70.3,57.2,0.01
2021-02-28,57.8,66.3,6.0,3.0,7.8,10.1,73.2,57.4,0.0
2021-03-01,58.2,68.0,5.0,7.7,17.5,27.4,78.8,57.2,0.0
2021-03-02,46.8,62.9,6.7,10.3,15.5,27.4,76.6,57.6,0.0
2021-03-03,50.3,61.1,6.6,5.8,11.7,14.4,70.7,57.2,0.0
2021-03-04,57.6,59.9,3.7,2.9,5.8,12.6,69.6,56.8,0.17
2021-03-05,65.5,66.9,1.6,3.0,5.8,10.1,70.2,57.0,0.1
2021-03-06,65.1,68.5,4.2,6.2,11.7,17.5,72.1,62.6,0.72
2021-03-07,56.7,67.1,6.7,6.8,11.7,17.7,73.4,62.1,0.0
2021-03-08,58.3,66.7,6.5,3.4,7.8,11.8,72.5,62.1,0.0
2021-03-09,59.5,67.7,4.5,4.3,9.7,11.7,75.4,61.7,0.0
2021-03-10,61.8,70.6,4.7,4.0,7.8,16.5,78.8,61.7,0.0
2021-03-11,62.9,73.1,5.0,3.2,5.8,10.1,78.8,64.8,0.0
2021-03-12,63.0,74.5,5.8,5.8,9.7,13.2,84.2,64.8,0.0
2021-03-13,63.3,71.7,4.6,3.3,6.2,10.7,84.2,64.8,0.0
2021-03-14,63.9,72.3,3.1,4.5,9.7,12.8,78.1,64.8,0.0
2021-03-15,62.6,75.6,6.1,5.7,9.7,15.0,84.2,64.2,0.0
2021-03-16,65.5,75.6,5.1,3.3,5.8,11.7,82.4,63.7,0.0
2021-03-17,67.3,78.4,5.7,5.1,7.8,14.8,86.0,63.3,0.0
2021-03-18,68.6,78.8,6.3,6.0,9.7,14.8,86.0,66.4,0.0
2021-03-19,67.6,79.0,6.1,5.4,9.7,15.3,87.8,68.5,0.0
2021-03-20,63.0,74.3,6.4,7.8,13.6,24.7,86.0,64.4,0.0
2021-03-21,48.2,58.7,6.6,13.8,17.5,26.6,86.0,56.1,0.0
2021-03-22,41.3,62.8,6.7,9.7,17.5,20.2,68.4,55.9,0.0
2021-03-23,47.6,61.6,6.2,3.8,9.7,11.7,68.4,56.7,0.0
2021-03-24,56.7,66.1,4.1,3.7,7.8,11.3,75.2,56.5,0.0
2021-03-25,55.6,74.3,5.9,5.0,7.8,16.1,83.8,57.2,0.0
2021-03-26,59.5,74.9,6.5,5.0,7.8,16.1,83.8,62.8,0.0
2021-03-27,67.5,77.6,5.7,4.8,11.7,13.6,84.2,66.9,0.0
2021-03-28,70.2,79.8,5.5,3.8,5.8,11.5,87.8,68.5,0.0
2021-03-29,71.6,80.7,6.3,7.5,11.7,15.9,86.5,71.2,0.0
2021-03-30,71.5,81.8,6.7,7.9,13.6,20.0,89.6,75.0,0.0
2021-03-31,71.4,79.3,6.7,6.5,11.7,21.4,87.1,75.2,0.0
2021-04-01,71.0,81.4,6.7,7.4,11.7,17.9,89.6,72.9,0.0
2021-04-02,71.4,81.7,6.7,5.7,11.7,13.2,89.6,72.5,0.0
2021-04-03,67.4,81.1,5.8,7.1,13.6,16.9,89.6,71.4,0.0
2021-04-04,60.4,70.5,6.7,9.1,13.6,17.7,88.9,65.7,0.0
2021-04-05,61.5,70.3,6.2,4.3,8.0,16.9,77.2,65.5,0.0
2021-04-06,65.6,78.2,5.4,4.3,9.7,9.9,86.0,65.1,0.0
2021-04-07,66.0,77.0,5.8,6.1,9.7,14.2,86.0,68.9,0.02
2021-04-08,62.2,67.3,5.7,6.8,13.6,14.8,80.6,61.9,0.37
2021-04-09,56.9,67.7,6.7,6.0,9.7,12.4,72.7,61.7,0.01
2021-04-10,61.6,73.8,6.3,3.6,9.7,10.3,80.6,62.6,0.0
2021-04-11,63.1,77.7,6.5,4.6,7.8,16.5,87.8,65.7,0.0
2021-04-12,67.9,80.2,6.4,5.2,11.7,15.0,89.6,65.1,0.0
2021-04-13,69.6,81.4,6.2,4.2,6.6,13.4,89.6,68.4,0.0
2021-04-14,68.8,81.1,6.5,8.3,12.4,18.6,88.2,69.1,0.0
2021-04-15,68.5,72.9,5.1,5.6,9.7,18.6,87.3,69.8,0.19
2021-04-16,68.3,70.2,4.8,4.1,11.7,13.8,78.8,68.0,0.8
2021-04-17,64.8,74.3,6.2,5.5,9.7,11.8,78.8,68.0,0.01
2021-04-18,66.2,71.7,3.9,4.2,7.8,11.7,80.2,66.6,0.04
2021-04-19,64.1,71.0,5.2,5.5,7.8,13.4,80.2,66.2,0.07
2021-04-20,63.3,72.7,6.0,5.4,7.8,10.5,77.4,65.5,0.02
2021-04-21,67.1,78.9,6.3,4.1,7.8,15.5,87.4,67.6,0.0
2021-04-22,69.7,80.0,5.9,2.9,5.8,13.6,88.5,67.6,0.0
2021-04-23,70.9,84.4,5.6,5.0,9.7,14.2,93.2,69.8,0.0
2021-04-24,70.2,83.2,6.7,8.0,13.6,20.4,92.1,75.2,0.0
2021-04-25,68.6,74.6,6.5,5.9,11.7,16.5,88.5,68.7,0.32
2021-04-26,67.5,71.4,5.7,4.4,9.7,13.4,80.1,68.5,0.1
2021-04-27,69.7,71.5,3.8,3.8,5.8,999.9,74.8,69.4,0.22
2021-04-28,65.6,69.3,4.8,7.4,11.7,15.2,72.7,65.3,0.5
2021-04-29,60.5,73.3,6.6,5.3,13.6,17.1,82.4,61.0,0.0
2021-04-30,64.1,80.0,6.3,3.2,7.8,999.9,89.6,60.8,0.0
2021-05-01,69.9,83.3,5.3,4.4,7.8,15.5,91.4,68.7,0.0
2021-05-02,71.0,75.7,3.3,4.8,15.5,27.2,91.4,66.2,1.29
2021-05-03,71.6,74.8,4.9,3.2,7.8,11.7,88.3,66.4,0.07
2021-05-04,71.0,76.0,6.1,5.7,16.9,43.9,87.4,68.7,1.35
2021-05-05,70.7,80.8,6.4,4.5,9.7,12.4,87.6,69.8,0.1
2021-05-06,71.8,80.9,6.0,5.2,9.7,12.6,89.6,72.9,0.23
2021-05-07,74.0,84.8,5.8,5.0,9.7,12.4,93.2,72.5,0.0
2021-05-08,75.2,85.7,6.4,5.7,9.7,15.3,93.2,77.0,0.0
2021-05-09,74.9,86.4,6.7,6.7,9.7,17.3,95.0,79.2,0.02
2021-05-10,73.4,86.1,6.7,7.7,11.7,16.1,95.0,78.8,0.0
2021-05-11,73.2,88.0,6.7,9.2,13.6,19.0,95.0,78.3,0.0
2021-05-12,74.8,87.6,6.7,7.5,13.6,20.6,95.0,77.0,0.0
2021-05-13,76.4,85.5,6.7,7.3,17.5,20.6,95.0,79.0,0.1
2021-05-14,77.8,83.9,6.2,7.4,15.5,27.2,91.4,77.0,0.71
2021-05-15,76.0,87.8,6.7,9.0,13.6,22.3,96.8,78.4,0.0
2021-05-16,75.5,89.3,6.7,8.6,15.5,22.9,96.8,81.1,0.0
2021-05-17,75.3,85.5,6.7,6.9,15.5,21.4,96.8,78.8,0.07
2021-05-18,77.8,85.0,6.7,6.8,13.6,25.3,93.2,78.1,0.47
2021-05-19,75.7,88.3,6.7,10.0,13.6,23.1,95.0,78.1,0.0
2021-05-20,74.4,89.0,6.7,9.4,13.6,19.8,95.4,82.4,0.0
2021-05-21,74.6,90.1,6.7,10.1,15.5,21.8,98.6,80.8,0.0
2021-05-22,76.2,89.4,6.7,7.6,14.6,20.6,98.6,79.0,0.0
2021-05-23,76.7,89.7,6.7,5.9,11.7,19.4,98.6,79.2,0.0
2021-05-24,76.8,83.7,6.7,4.3,9.7,17.3,95.9,77.0,0.16
2021-05-25,76.2,84.2,6.5,4.5,9.7,14.8,95.0,75.2,0.02
2021-05-26,77.4,83.8,6.4,4.9,9.7,20.6,91.4,77.0,0.76
2021-05-27,77.2,88.2,6.7,6.6,13.6,20.2,95.0,77.5,0.07
2021-05-28,76.6,89.9,6.7,8.2,11.7,19.4,96.8,78.1,0.0
2021-05-29,76.7,82.9,6.7,5.1,23.3,31.7,95.9,76.3,1.3
2021-05-30,78.8,87.4,6.6,5.1,9.7,16.7,95.0,76.3,0.11
2021-05-31,77.5,81.4,6.2,5.6,15.5,27.6,94.8,75.4,2.66
2021-06-01,76.4,78.1,4.1,4.5,11.7,22.5,90.9,75.0,3.3
2021-06-02,76.0,78.0,5.3,5.1,9.7,15.7,86.2,74.8,0.78
2021-06-03,77.9,85.8,6.5,5.5,17.5,29.1,95.0,74.8,0.49
2021-06-04,69.6,75.7,6.5,8.5,13.6,20.2,91.8,71.1,0.3
2021-06-05,69.4,80.4,6.7,3.7,7.8,11.8,87.4,71.2,0.0
2021-06-06,69.9,85.8,6.6,3.7,5.8,10.7,95.0,71.8,0.0
2021-06-07,74.0,86.3,6.7,4.2,7.8,11.1,95.0,74.7,0.0
2021-06-08,74.3,86.9,6.7,4.9,9.7,16.7,95.0,74.7,0.0
2021-06-09,75.5,87.1,6.7,5.3,7.8,12.8,95.0,76.1,0.0
2021-06-10,76.8,83.1,6.6,5.1,13.6,18.1,93.7,76.8,0.35
2021-06-11,76.5,84.8,6.7,6.1,13.6,23.3,95.0,76.6,0.0
2021-06-12,76.5,84.0,6.7,7.8,13.6,21.2,92.7,78.4,0.07
2021-06-13,77.5,81.3,6.5,5.3,29.1,999.9,89.8,75.2,0.37
2021-06-14,78.5,83.2,6.6,4.5,11.7,15.2,89.8,78.6,0.3
2021-06-15,77.0,87.6,6.7,6.4,11.7,19.8,95.0,79.5,0.0
2021-06-16,78.2,85.0,6.6,5.7,11.7,23.1,95.0,77.0,0.07
2021-06-17,77.8,88.2,6.7,7.3,15.5,20.4,96.8,79.5,0.0
2021-06-18,77.3,90.4,6.7,7.7,13.6,15.9,98.6,81.1,0.0
2021-06-19,78.5,89.9,6.4,6.5,9.7,15.5,98.6,82.4,0.0
2021-06-20,78.4,90.7,6.7,6.9,11.7,23.3,98.6,84.2,0.0
2021-06-21,76.7,86.9,6.2,7.0,17.5,25.3,97.3,73.8,3.28
2021-06-22,77.4,81.3,4.1,4.3,11.7,23.7,97.3,73.8,0.74
2021-06-23,76.0,78.7,4.4,3.1,13.6,15.2,84.7,74.8,2.32
2021-06-24,76.7,80.8,4.5,4.0,9.7,999.9,89.6,74.8,0.07
2021-06-25,78.2,83.3,5.0,5.2,13.6,20.4,93.2,78.1,0.54
2021-06-26,78.7,83.3,5.9,4.9,11.7,21.0,91.4,78.3,0.3
2021-06-27,79.6,86.3,6.3,5.3,15.5,32.2,95.0,78.6,0.04
2021-06-28,78.3,81.4,6.2,5.7,21.4,29.1,94.1,75.2,1.35
2021-06-29,79.3,85.1,6.2,5.3,9.7,18.1,91.4,77.4,2.21
2021-06-30,78.5,87.1,6.7,8.3,15.5,25.3,93.2,79.9,0.03
2021-07-01,77.6,88.8,6.7,9.5,17.5,21.2,96.8,80.6,0.0
2021-07-02,77.2,87.5,6.7,7.3,11.7,37.1,93.9,80.1,0.05
2021-07-03,79.3,86.8,6.7,6.4,19.4,999.9,96.8,80.1,0.17
2021-07-04,78.0,88.6,6.7,5.8,11.7,16.7,96.8,78.1,0.0
2021-07-05,77.1,87.3,6.7,4.9,15.5,22.9,95.7,77.0,0.01
2021-07-06,75.9,85.9,6.7,4.6,13.6,16.7,95.0,76.8,0.0
2021-07-07,77.2,84.8,6.5,6.0,11.7,23.3,93.2,77.4,0.15
2021-07-08,77.0,87.0,6.7,5.3,9.9,16.9,95.0,77.4,0.5
2021-07-09,76.6,88.9,6.7,3.8,7.8,14.4,96.3,77.2,0.0
2021-07-10,76.0,90.2,6.7,5.0,9.7,13.8,98.6,77.4,0.0
2021-07-11,75.8,90.0,6.7,6.2,9.7,16.3,98.6,77.7,0.0
2021-07-12,77.0,88.9,6.7,6.6,15.5,16.1,96.8,78.8,0.0
2021-07-13,75.6,90.3,6.7,6.2,11.7,15.5,98.6,78.3,0.0
2021-07-14,76.6,91.1,6.7,4.1,7.8,17.5,98.6,78.1,0.0
2021-07-15,76.4,88.3,6.7,4.2,13.6,16.1,98.2,78.8,0.01
2021-07-16,75.2,83.9,6.2,5.2,21.4,33.2,96.8,74.5,1.03
2021-07-17,76.2,85.7,6.0,4.1,9.7,13.4,95.5,74.5,0.0
2021-07-18,75.4,87.6,6.7,5.4,13.6,22.7,96.8,75.9,0.27
2021-07-19,76.0,83.7,6.7,6.8,13.6,17.7,94.8,77.4,0.12
2021-07-20,76.4,82.9,6.7,7.0,11.7,13.8,88.0,77.4,0.03
2021-07-21,76.4,82.0,6.7,7.2,13.6,17.1,86.0,75.6,0.04
2021-07-22,75.1,88.9,6.6,4.3,7.8,15.5,96.8,75.6,0.0
2021-07-23,75.0,91.5,6.7,5.2,9.7,13.8,100.4,77.4,0.21
2021-07-24,74.9,92.0,6.3,6.9,13.6,18.1,100.4,78.4,0.04
2021-07-25,75.2,91.8,6.6,5.5,9.7,14.0,100.4,79.5,0.0
2021-07-26,78.8,90.6,6.4,4.3,11.7,999.9,99.7,80.6,0.0
2021-07-27,76.8,92.2,6.2,5.5,7.8,13.4,102.2,80.8,0.0
2021-07-28,76.0,89.1,6.5,5.2,17.5,24.9,104.0,78.3,0.04
2021-07-29,78.0,85.7,5.4,5.4,25.3,35.0,100.6,78.3,0.28
2021-07-30,79.2,86.0,6.1,4.7,11.7,23.3,97.0,76.8,0.99
2021-07-31,77.7,87.3,6.7,5.6,19.4,29.1,95.0,76.8,0.03
2021-08-01,76.4,86.3,6.6,5.5,19.4,29.1,98.6,76.5,0.13
2021-08-02,76.6,88.8,6.1,4.3,11.7,14.4,98.6,76.3,0.01
2021-08-03,77.2,85.3,6.5,6.8,15.5,29.1,96.8,78.1,0.04
2021-08-04,78.0,85.2,6.6,5.4,13.6,14.6,95.0,78.3,0.06
2021-08-05,79.8,83.5,6.2,4.7,15.5,19.4,92.1,79.5,0.75
2021-08-06,78.7,83.5,6.2,3.8,13.6,20.0,93.2,78.1,0.08
2021-08-07,79.5,84.5,5.7,3.8,13.6,25.3,96.8,78.1,0.58
2021-08-08,80.5,85.5,4.8,4.6,13.6,14.2,95.5,78.3,0.44
2021-08-09,78.4,80.4,4.2,5.2,9.7,14.4,88.0,77.4,3.07
2021-08-10,78.7,81.5,6.6,4.1,13.6,23.9,89.6,75.2,1.74
2021-08-11,78.7,83.7,5.8,4.4,11.7,12.8,93.2,75.0,1.04
2021-08-12,78.7,86.3,6.7,5.0,17.5,18.6,95.0,75.0,0.0
2021-08-13,77.8,85.0,6.7,5.4,13.6,25.3,95.0,76.3,2.42
2021-08-14,78.9,81.9,5.5,5.2,11.7,27.2,91.4,76.3,0.06
2021-08-15,77.9,82.4,6.7,5.1,13.6,999.9,89.6,77.0,0.73
2021-08-16,79.0,85.0,6.5,4.8,9.7,999.9,93.2,78.6,0.0
2021-08-17,77.7,89.1,6.7,4.2,7.8,15.5,96.8,78.6,0.0
2021-08-18,76.5,82.0,6.6,5.0,15.5,999.9,96.6,76.8,0.0
2021-08-19,76.5,83.6,6.3,4.0,13.6,999.9,95.0,76.6,0.0
2021-08-20,77.1,88.0,6.3,4.7,9.7,15.5,95.0,76.6,0.0
2021-08-21,76.4,89.3,6.7,4.8,9.7,13.6,96.8,78.6,0.0
2021-08-22,74.8,89.4,6.7,6.9,11.7,13.6,96.8,81.5,0.0
2021-08-23,75.7,88.9,6.7,6.4,11.7,18.6,98.6,79.2,0.0
2021-08-24,77.3,87.0,6.7,6.0,11.7,18.6,95.2,78.6,0.0
2021-08-25,77.5,83.7,5.9,5.5,11.7,14.6,93.2,77.9,0.14
2021-08-26,76.6,86.8,6.7,4.8,11.7,14.6,95.0,76.3,0.05
2021-08-27,73.3,83.8,6.7,6.3,15.5,25.4,94.5,72.7,0.0
2021-08-28,74.2,83.6,6.7,4.4,13.6,22.5,95.0,72.1,0.33
2021-08-29,77.1,83.9,6.7,4.0,9.7,13.0,91.8,74.7,0.0
2021-08-30,75.9,87.4,6.7,4.4,13.6,18.3,95.0,74.5,0.0
2021-08-31,75.7,83.2,6.4,4.3,7.8,23.3,93.7,73.4,2.35
2021-09-01,76.9,83.5,6.7,5.2,10.9,20.6,93.2,75.0,0.19
2021-09-02,77.3,86.7,6.7,4.5,7.8,12.4,95.0,76.3,0.17
2021-09-03,76.1,88.4,6.7,4.3,9.7,999.9,96.8,77.5,0.0
2021-09-04,75.4,88.6,6.7,4.9,7.8,11.3,96.8,77.7,0.0
2021-09-05,75.7,87.6,6.7,4.8,13.6,14.2,98.6,77.0,0.0
2021-09-06,76.7,85.9,6.7,4.9,13.6,14.4,96.8,76.5,0.01
2021-09-07,75.0,87.2,6.7,5.2,9.7,18.8,98.6,76.3,0.0
2021-09-08,75.3,85.1,6.7,4.7,13.6,16.9,95.9,77.0,0.0
2021-09-09,76.7,89.4,6.7,4.9,7.8,999.9,98.6,77.0,0.0
2021-09-10,78.2,88.7,6.1,3.4,7.8,13.6,97.7,79.0,0.0
2021-09-11,76.8,91.2,6.5,4.6,9.7,15.5,100.4,78.4,0.0
2021-09-12,74.4,91.5,6.6,5.1,9.7,19.4,100.4,78.4,0.0
2021-09-13,76.5,90.4,6.0,5.1,11.7,12.4,99.0,77.0,0.0
2021-09-14,77.7,84.6,6.7,4.8,17.5,21.4,98.6,77.7,0.0
2021-09-15,76.5,87.0,6.7,4.1,11.7,15.5,96.1,77.5,0.0
2021-09-16,76.4,81.9,6.5,3.9,11.7,25.8,96.1,74.7,1.55
2021-09-17,76.1,84.8,5.9,4.3,13.6,23.3,95.0,74.8,0.01
2021-09-18,77.5,84.7,5.3,5.4,11.7,13.6,94.1,76.1,0.0
2021-09-19,77.6,87.6,6.7,5.7,11.7,17.5,96.8,77.0,0.54
2021-09-20,77.5,85.3,6.3,5.0,9.7,13.8,95.0,75.9,0.19
2021-09-21,75.5,86.5,6.7,3.9,9.7,10.1,96.8,75.4,0.0
2021-09-22,75.0,87.3,6.6,5.0,9.7,17.3,96.8,76.1,0.01
2021-09-23,75.8,83.2,6.7,5.2,13.6,28.7,94.1,75.9,0.52
2021-09-24,75.1,83.6,6.7,5.3,11.7,23.1,95.0,75.6,0.11
2021-09-25,75.5,86.6,6.7,4.4,7.8,10.5,95.0,75.0,0.0
2021-09-26,74.6,87.3,6.3,3.7,5.8,999.9,95.0,75.7,0.0
2021-09-27,76.1,88.5,5.9,3.6,5.8,999.9,98.6,75.6,0.0
2021-09-28,77.2,88.1,5.1,4.5,7.8,10.5,95.0,77.9,0.0
2021-09-29,76.3,89.0,5.8,4.2,10.9,21.0,96.8,77.0,0.0
2021-09-30,76.5,88.8,6.6,4.1,7.8,21.0,96.8,77.5,0.0
2021-10-01,75.8,82.9,5.3,4.3,13.6,22.1,96.8,74.7,0.02
2021-10-02,75.9,86.7,5.7,4.1,7.8,9.7,95.0,74.7,0.0
2021-10-03,75.5,84.2,6.6,4.4,9.7,18.1,96.8,73.6,0.01
2021-10-04,73.9,86.0,6.7,4.6,7.8,999.9,95.0,73.2,0.0
2021-10-05,73.3,86.8,6.5,4.9,9.7,11.3,95.0,73.9,0.0
2021-10-06,68.8,87.2,6.7,4.8,9.7,15.9,96.8,73.9,0.0
2021-10-07,71.0,88.3,6.7,7.2,13.6,20.6,96.8,74.3,0.01
2021-10-08,75.3,77.7,5.2,7.9,11.7,22.7,93.0,75.0,1.65
2021-10-09,75.6,77.7,5.1,6.7,13.6,21.6,80.6,74.7,1.2
2021-10-10,75.4,80.4,6.0,4.7,13.6,14.8,84.6,74.7,0.03
2021-10-11,64.2,77.4,6.7,14.7,23.3,31.5,86.0,68.0,0.0
2021-10-12,61.4,74.3,6.7,17.1,23.3,37.1,85.5,69.1,0.0
2021-10-13,68.1,73.1,5.8,10.1,19.4,37.1,79.2,68.0,0.31
2021-10-14,69.2,79.1,6.7,8.6,13.6,19.6,87.8,68.0,0.0
2021-10-15,67.0,72.2,6.3,8.9,11.7,19.4,87.1,68.0,0.11
2021-10-16,61.4,73.3,6.7,15.0,21.4,29.1,78.8,65.3,0.01
2021-10-17,56.3,68.9,6.7,12.4,19.4,22.9,78.8,60.8,0.01
2021-10-18,60.5,73.3,6.7,5.6,9.7,14.8,80.6,60.8,0.0
