Cluster,Dew Point Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
0,0.2191630361820053,0.2558371335299256,0.1059846720111034,0.03769655202564714,-0.575524085670463,0.45561165323940717,0.3510432131760312,-0.1340026126191702
1,0.3859749114267917,-0.05744648976985721,0.14075754160365364,0.2356956871984271,0.5202651105009346,0.31508476094296933,0.31150044495804524,0.3269181428853632
2,0.49953843113615953,-0.014911524686412813,-0.2717835429491539,0.001946279761236466,-0.6238358690314253,0.344723884364245,0.5984329644432792,-0.11226377887174584
